"","ps_id","const230_h","c230_id_h","fid0725","npp2008ps_pres_p","ndc2008ps_pres_p","totalvotes2008ps_pres","akan_p","akan_p_poly","ewe_p_poly","moledagbon_p_poly","gadangbe_p_poly","guan_p_poly","gurma_p_poly","mande_p_poly","other_eth_p_poly","grusi_p_poly","otherethn_p_poly","english_percent","public_semipublic_p","dev_factor2","akan_30km_l_p","ewe_30km_l_p","akan_30km_lalt_p","akan_20km_l_p","ewe_20km_l_p","akan_40km_l_p","ewe_40km_l_p","h_30rad_e","ethfrac_30km_l","ethfrac_poly","area_sqkm","sex_total"
"241",10241,"ASUTIFI SOUTH",204,838,0.729352,0.2426938,787,0.6239458,0.666859,0.0669359,0.0955953,0.0146182,0.016157,0.0144259,0.0473168,0.0311598,0.0469321,0.155991536834007,0.7008915,0.1328157,2.067357,0.6740323,0.0658431,0.677646,0.6654047,0.069058,0.6797678,0.0616288,0.0112452,0.5245107,0.5355849,3.810663,5472
"242",10242,"ASUTIFI SOUTH",204,531,0.4228723,0.569149,376,0.6239458,0.757724,0.0581874,0.0759526,0.0102987,0.0136457,0.0267765,0.0190525,0.0133883,0.0249743,0.0978372811534501,0.6144137,0.1127425,4.27774,0.7058851,0.0630782,0.6959018,0.7097336,0.0673656,0.7127872,0.0573686,0.0131159,0.4832865,0.4145246,4.727481,4420
"243",10243,"ASUTIFI SOUTH",204,841,0.7963526,0.1793313,329,0.6239458,0.7679005,0.0600728,0.0743325,0.0194175,0.0018204,0.0003034,0.0509709,0.0175971,0.007585,0.0782766990291262,0.5656279,0.0750831,1.555956,0.7071359,0.0583585,0.6974728,0.7110619,0.0607679,0.6992954,0.0581965,0.0124693,0.4807673,0.3978491,4.07657,3657
"244",10244,"ASUTIFI SOUTH",204,9806,0.1837456,0.7773852,283,0.6239458,0.3570348,0.0816944,0.1664145,0.0090772,0.0015129,0.0877458,0.2375189,0.0529501,0.0060514,0.385779122541604,0.3051771,0.0028902,-0.4345255,0.6591105,0.0613381,0.6729554,0.6495926,0.0652693,0.6616126,0.0589517,0.0138795,0.5402989,0.7711188,9.79405,704
"245",10245,"ASUTIFI SOUTH",204,531,0.8106796,0.1796117,206,0.6239458,0.757724,0.0581874,0.0759526,0.0102987,0.0136457,0.0267765,0.0190525,0.0133883,0.0249743,0.0978372811534501,0.6144137,0.1127425,4.27774,0.7058851,0.0630782,0.6959018,0.7097336,0.0673656,0.7127872,0.0573686,0.0131159,0.4832865,0.4145246,4.727481,4420
"246",10246,"ASUTIFI SOUTH",204,841,0.4199475,0.5406824,381,0.6239458,0.7679005,0.0600728,0.0743325,0.0194175,0.0018204,0.0003034,0.0509709,0.0175971,0.007585,0.0782766990291262,0.5656279,0.0750831,1.555956,0.7071359,0.0583585,0.6974728,0.7110619,0.0607679,0.6992954,0.0581965,0.0124693,0.4807673,0.3978491,4.07657,3657
"247",10247,"ASUTIFI SOUTH",204,843,0.5725594,0.408971,379,0.6239458,0.9041514,0.0082418,0.0433455,0.0100733,0.0067155,0.0003053,0.01221,0.0088523,0.006105,0.0341880341880342,0.4702439,0.0567458,0.1728017,0.7600672,0.034746,0.7335484,0.7723802,0.0305872,0.7468774,0.0376022,0.0119015,0.4081404,0.1801521,2.002944,3596
"248",10248,"ASUTIFI SOUTH",204,9807,0.2866242,0.6624204,157,0.6239458,0.4391892,0.1148649,0.2753378,0.0152027,0,0.0506757,0.0793919,0.0050676,0.0202703,0.155405405405405,0.3180428,0.0391459,-0.3780442,0.6689585,0.0605322,0.6800439,0.6595156,0.0662927,0.6675242,0.058851,0.0130303,0.5274381,0.7085692,25.23833,671
"249",10249,"ASUTIFI SOUTH",204,842,0.321608,0.6306533,398,0.6239458,0.8191662,0.0319437,0.0449377,0.0059556,0.0010828,0.0157011,0.0286952,0.0508933,0.0016243,0.0979967514889009,0.5276785,0.0286006,-0.3378484,0.7200727,0.0452722,0.709496,0.7284843,0.0439917,0.7127818,0.0463286,0.0122834,0.4637783,0.3222276,0.353272,2031
"250",10250,"ASUTIFI SOUTH",204,841,0.7797271,0.208577,513,0.6239458,0.7679005,0.0600728,0.0743325,0.0194175,0.0018204,0.0003034,0.0509709,0.0175971,0.007585,0.0782766990291262,0.5656279,0.0750831,1.555956,0.7071359,0.0583585,0.6974728,0.7110619,0.0607679,0.6992954,0.0581965,0.0124693,0.4807673,0.3978491,4.07657,3657
"251",10251,"ASUTIFI SOUTH",204,10009,0.5432099,0.4444444,243,0.6239458,0.4509804,0.0392157,0.3186274,0.0098039,0.0196078,0.0637255,0.0514706,0,0.0465686,0.181372549019608,0.4334764,0.0042735,-0.4825754,0.6793687,0.0493509,0.6854702,0.657735,0.0471606,0.6779872,0.0503329,0.011692,0.5114941,0.684196,5.268013,447
"252",10252,"ASUTIFI SOUTH",204,9793,0.0454545,0.9090909,132,0.6239458,0.1784141,0.1343612,0.3590308,0.0044053,0,0.0418502,0.1431718,0.0528634,0.0859031,0.323788546255507,0.4820144,0.0040984,-0.4825754,0.6670108,0.063267,0.6804816,0.6596291,0.0672522,0.6705772,0.058658,0.0117066,0.5299106,0.7887694,20.53176,523
"253",10253,"ASUTIFI SOUTH",204,841,0.6256781,0.3652803,553,0.6239458,0.7679005,0.0600728,0.0743325,0.0194175,0.0018204,0.0003034,0.0509709,0.0175971,0.007585,0.0782766990291262,0.5656279,0.0750831,1.555956,0.7071359,0.0583585,0.6974728,0.7110619,0.0607679,0.6992954,0.0581965,0.0124693,0.4807673,0.3978491,4.07657,3657
"254",10254,"ASUTIFI SOUTH",204,843,0.5673077,0.4070513,624,0.6239458,0.9041514,0.0082418,0.0433455,0.0100733,0.0067155,0.0003053,0.01221,0.0088523,0.006105,0.0341880341880342,0.4702439,0.0567458,0.1728017,0.7600672,0.034746,0.7335484,0.7723802,0.0305872,0.7468774,0.0376022,0.0119015,0.4081404,0.1801521,2.002944,3596
"255",10255,"ASUTIFI SOUTH",204,531,0.75,0.2377451,408,0.6239458,0.757724,0.0581874,0.0759526,0.0102987,0.0136457,0.0267765,0.0190525,0.0133883,0.0249743,0.0978372811534501,0.6144137,0.1127425,4.27774,0.7058851,0.0630782,0.6959018,0.7097336,0.0673656,0.7127872,0.0573686,0.0131159,0.4832865,0.4145246,4.727481,4420
"256",10256,"ASUTIFI SOUTH",204,531,0.7406144,0.2491468,293,0.6239458,0.757724,0.0581874,0.0759526,0.0102987,0.0136457,0.0267765,0.0190525,0.0133883,0.0249743,0.0978372811534501,0.6144137,0.1127425,4.27774,0.7058851,0.0630782,0.6959018,0.7097336,0.0673656,0.7127872,0.0573686,0.0131159,0.4832865,0.4145246,4.727481,4420
"257",10257,"ASUTIFI SOUTH",204,10308,0.4226804,0.5154639,194,0.6239458,0.510083,0.0937129,0.2313167,0.0189798,0.0272835,0.0486358,0.0367734,0.0023725,0.0308422,0.145907473309609,0.5161871,0.0446009,-0.4825754,0.6978874,0.0429807,0.704377,0.7038895,0.0402825,0.6974344,0.0445666,0.0156291,0.4883289,0.6717466,4.414743,1080
"258",10258,"ASUTIFI SOUTH",204,10228,0.1754386,0.7807018,114,0.6239458,0.2677165,0.343832,0.0839895,0.0183727,0,0.2467192,0,0.0341207,0.0052493,0.286089238845144,0.3675214,0,0.9183009,0.665985,0.0722151,0.6744857,0.649574,0.0799726,0.6749905,0.0657482,0.0115434,0.5331949,0.7406535,16.6922,427
"259",10259,"ASUTIFI SOUTH",204,841,0.7759563,0.2185792,183,0.6239458,0.7679005,0.0600728,0.0743325,0.0194175,0.0018204,0.0003034,0.0509709,0.0175971,0.007585,0.0782766990291262,0.5656279,0.0750831,1.555956,0.7071359,0.0583585,0.6974728,0.7110619,0.0607679,0.6992954,0.0581965,0.0124693,0.4807673,0.3978491,4.07657,3657
"260",10260,"ASUTIFI SOUTH",204,531,0.171875,0.7890625,128,0.6239458,0.757724,0.0581874,0.0759526,0.0102987,0.0136457,0.0267765,0.0190525,0.0133883,0.0249743,0.0978372811534501,0.6144137,0.1127425,4.27774,0.7058851,0.0630782,0.6959018,0.7097336,0.0673656,0.7127872,0.0573686,0.0131159,0.4832865,0.4145246,4.727481,4420
"261",10261,"ASUTIFI SOUTH",204,838,0.7758242,0.210989,455,0.6239458,0.666859,0.0669359,0.0955953,0.0146182,0.016157,0.0144259,0.0473168,0.0311598,0.0469321,0.155991536834007,0.7008915,0.1328157,2.067357,0.6740323,0.0658431,0.677646,0.6654047,0.069058,0.6797678,0.0616288,0.0112452,0.5245107,0.5355849,3.810663,5472
"262",10262,"ATEBUBU-AMANTING",205,9982,0.5465117,0.4069767,86,0.4143779,0.1337748,0.0013245,0.0834437,0.0013245,0.0211921,0.5033113,0,0.0211921,0.2344371,0.780132450331126,0.1682927,0.022541,-0.3521834,0.3089344,0.0107702,0.3337384,0.3519742,0.0101883,0.2989356,0.0174148,0.1348006,0.7886982,0.6659567,54.26564,758
"263",10263,"ATEBUBU-AMANTING",205,10277,0.3186813,0.6373627,182,0.4143779,0.0105105,0,0.3423423,0,0,0.6471471,0,0,0,0.647147147147147,0.1277778,0,-0.4825754,0.2113736,0.0217596,0.237526,0.2127699,0.01572,0.2107245,0.0341352,0.1521282,0.778825,0.4638918,206.9301,682
"264",10264,"ATEBUBU-AMANTING",205,9982,0.5575221,0.4070796,113,0.4143779,0.1337748,0.0013245,0.0834437,0.0013245,0.0211921,0.5033113,0,0.0211921,0.2344371,0.780132450331126,0.1682927,0.022541,-0.3521834,0.3089344,0.0107702,0.3337384,0.3519742,0.0101883,0.2989356,0.0174148,0.1348006,0.7886982,0.6659567,54.26564,758
"265",10265,"ATEBUBU-AMANTING",205,9963,0.5393258,0.4606742,89,0.4143779,0.0479303,0,0.08061,0,0.0065359,0.83878,0,0,0.0261438,0.871459694989107,0.0983607,0.0252708,-0.4825754,0.2065074,0.0402994,0.2211656,0.1187573,0.0393821,0.2207151,0.0476804,0.127156,0.7509404,0.2869267,0.878005,485
"266",10266,"ATEBUBU-AMANTING",205,10107,0.09375,0.890625,64,0.4143779,0.2839674,0,0.5978261,0,0.0054348,0.048913,0.0149457,0,0.048913,0.11820652173913,0.0979499,0.0021834,-0.3429355,0.3635269,0.0067302,0.3761985,0.3925078,0.0055716,0.3357837,0.0076473,0.0743893,0.7241498,0.5569286,71.91007,781
"267",10267,"ATEBUBU-AMANTING",205,9444,0.4313726,0.5490196,153,0.4143779,0.1532091,0,0.2091097,0,0,0.6293996,0,0,0.0082816,0.63768115942029,0.0300752,0.0057143,-0.4095646,0.3295966,0.0208972,0.3461136,0.2965848,0.014142,0.3017531,0.0232554,0.1019684,0.7318264,0.5365877,133.703,488
"268",10268,"ATEBUBU-AMANTING",205,641,0.2505308,0.7218683,471,0.4143779,0.5305306,0.0218198,0.1921517,0.0080539,0.0486662,0.0882504,0.0245045,0.0417547,0.044268,0.247443879591021,0.5147451,0.1117004,2.101591,0.5131769,0.0206398,0.499138,0.5231195,0.0207195,0.5057989,0.0213441,0.0845689,0.6804053,0.6666139,7.105758,20022
"269",10269,"ATEBUBU-AMANTING",205,9551,0.2892562,0.6942149,242,0.4143779,0.3522267,0,0.4736842,0,0.0161943,0.0283401,0,0,0.1295547,0.174089068825911,0.0857143,0.0069444,-0.4185326,0.4138264,0.0064788,0.41685,0.4344135,0.0076553,0.3716924,0.0083191,0.039902,0.7251973,0.6337098,64.35914,248
"270",10270,"ATEBUBU-AMANTING",205,10280,0.8,0.1777778,45,0.4143779,0.5104895,0,0.0402098,0,0,0.4493007,0,0,0,0.449300699300699,0.2389078,0.0371517,-0.4825754,0.4164438,0.015596,0.4047446,0.4835562,0.012916,0.408186,0.0217114,0.1226772,0.7362431,0.5359125,53.31453,586
"271",10271,"ATEBUBU-AMANTING",205,638,0.4748322,0.4664429,596,0.4143779,0.8123209,0.0014327,0.0594556,0.0007163,0.0007163,0.012894,0,0,0.1124642,0.126074498567335,0.3623978,0.0335008,-0.3740637,0.6281306,0.0022004,0.5625352,0.7319065,0.0015152,0.5625572,0.0036044,0.1012687,0.5619345,0.3237822,1.317594,1400
"272",10272,"ATEBUBU-AMANTING",205,641,0.2485549,0.7283237,346,0.4143779,0.5305306,0.0218198,0.1921517,0.0080539,0.0486662,0.0882504,0.0245045,0.0417547,0.044268,0.247443879591021,0.5147451,0.1117004,2.101591,0.5131769,0.0206398,0.499138,0.5231195,0.0207195,0.5057989,0.0213441,0.0845689,0.6804053,0.6666139,7.105758,20022
"273",10273,"ATEBUBU-AMANTING",205,10128,0.1384615,0.8358974,195,0.4143779,0.3448276,0.0026525,0.2122016,0.0026525,0.0066313,0.3501326,0,0,0.0809019,0.437665782493369,0.0888325,0.0267261,-0.2776503,0.3706142,0.0087428,0.3764776,0.3502595,0.002293,0.3271576,0.0144147,0.1014965,0.751067,0.7068684,32.1935,759
"274",10274,"ATEBUBU-AMANTING",205,718,0.7142857,0.2721089,294,0.4143779,0.4045146,0.0044889,0.2107221,0.0028216,0.0377068,0.092215,0.1985379,0.0238553,0.0251379,0.37745286648711,0.3892384,0.0455642,0.7028972,0.3836723,0.0047654,0.371014,0.3835757,0.0042066,0.3846361,0.0051371,0.0424044,0.753572,0.7413924,1.337656,8266
"275",10275,"ATEBUBU-AMANTING",205,641,0.2963605,0.6845754,577,0.4143779,0.5305306,0.0218198,0.1921517,0.0080539,0.0486662,0.0882504,0.0245045,0.0417547,0.044268,0.247443879591021,0.5147451,0.1117004,2.101591,0.5131769,0.0206398,0.499138,0.5231195,0.0207195,0.5057989,0.0213441,0.0845689,0.6804053,0.6666139,7.105758,20022
"276",10276,"ATEBUBU-AMANTING",205,10279,0.5660377,0.4056604,106,0.4143779,0.2882736,0.0016287,0.5846906,0,0,0.1156352,0,0.0032573,0.0065147,0.125407166123779,0.2917933,0.0311615,-0.4825754,0.4015727,0.0025739,0.4197451,0.3746126,0.0013915,0.3979776,0.0042993,0.0714045,0.6880885,0.5616081,350.008,633
"277",10277,"ATEBUBU-AMANTING",205,641,0.2739444,0.6930999,971,0.4143779,0.5305306,0.0218198,0.1921517,0.0080539,0.0486662,0.0882504,0.0245045,0.0417547,0.044268,0.247443879591021,0.5147451,0.1117004,2.101591,0.5131769,0.0206398,0.499138,0.5231195,0.0207195,0.5057989,0.0213441,0.0845689,0.6804053,0.6666139,7.105758,20022
"278",10278,"ATEBUBU-AMANTING",205,10100,0.4121212,0.569697,165,0.4143779,0.179661,0,0.5830508,0,0.0050847,0.1372881,0.0305085,0,0.0644068,0.23728813559322,0.1440443,0.0027174,-0.4825754,0.3250938,0.0042979,0.3426828,0.2800417,0.001719,0.346395,0.005456,0.0506816,0.7425172,0.6038207,77.5192,711
"279",10279,"ATEBUBU-AMANTING",205,9467,0.218593,0.7512563,398,0.4143779,0.1391417,0,0.5552666,0.0026008,0,0.2548765,0,0.0286086,0.0195059,0.302990897269181,0.1023256,0,-0.3923433,0.3331496,0.0107339,0.362123,0.3324837,0.0080648,0.3183205,0.0144036,0.0956465,0.7325567,0.6061509,81.37321,771
"280",10280,"ATEBUBU-AMANTING",205,682,0.4154303,0.578635,337,0.4143779,0.292163,0.0018809,0.3115987,0.0012539,0.0257053,0.1836991,0.0169279,0.0068966,0.1598746,0.393103448275862,0.2456853,0.0218818,0.3704721,0.3581573,0.0050986,0.3754475,0.3667536,0.0055889,0.3555802,0.0060835,0.0427987,0.7520493,0.7572418,0.835121,1728
"281",10281,"ATEBUBU-AMANTING",205,641,0.6341162,0.3473424,809,0.4143779,0.5305306,0.0218198,0.1921517,0.0080539,0.0486662,0.0882504,0.0245045,0.0417547,0.044268,0.247443879591021,0.5147451,0.1117004,2.101591,0.5131769,0.0206398,0.499138,0.5231195,0.0207195,0.5057989,0.0213441,0.0845689,0.6804053,0.6666139,7.105758,20022
"282",10282,"ATEBUBU-AMANTING",205,9515,0.6315789,0.3368421,95,0.4143779,0.2304147,0,0.3456221,0,0,0.3456221,0.0061444,0,0.0721966,0.423963133640553,0.1049724,0.0023866,-0.343284,0.4018153,0.0076571,0.4195771,0.4129686,0.0081887,0.3786959,0.0100434,0.0623161,0.727742,0.7027496,107.8197,660
"283",10283,"ATEBUBU-AMANTING",205,9982,0.1311475,0.8360656,61,0.4143779,0.1337748,0.0013245,0.0834437,0.0013245,0.0211921,0.5033113,0,0.0211921,0.2344371,0.780132450331126,0.1682927,0.022541,-0.3521834,0.3089344,0.0107702,0.3337384,0.3519742,0.0101883,0.2989356,0.0174148,0.1348006,0.7886982,0.6659567,54.26564,758
"284",10284,"ATEBUBU-AMANTING",205,641,0.6085271,0.375969,258,0.4143779,0.5305306,0.0218198,0.1921517,0.0080539,0.0486662,0.0882504,0.0245045,0.0417547,0.044268,0.247443879591021,0.5147451,0.1117004,2.101591,0.5131769,0.0206398,0.499138,0.5231195,0.0207195,0.5057989,0.0213441,0.0845689,0.6804053,0.6666139,7.105758,20022
"285",10285,"ATEBUBU-AMANTING",205,10135,0.2890625,0.6875,128,0.4143779,0.3648881,0.0034423,0.4096386,0.0017212,0.010327,0.0034423,0.0774527,0.0499139,0.0791738,0.220309810671256,0.1356383,0.0161663,-0.4552312,0.3275754,0.0027218,0.3223323,0.3108392,0.0029798,0.3510106,0.0061765,0.0405734,0.7525671,0.6841608,36.02931,684
"286",10286,"ATEBUBU-AMANTING",205,10099,0.5185185,0.4444444,27,0.4143779,0.340836,0,0.4694534,0,0,0.0916399,0.0884244,0,0.0096463,0.189710610932476,0.1326861,0.0385852,-0.1869364,0.3333744,0.001763,0.3324647,0.340438,0.0012998,0.3726499,0.0055569,0.0591679,0.7272417,0.6471345,36.31673,636
"287",10287,"ATEBUBU-AMANTING",205,10111,0.3300971,0.6504855,103,0.4143779,0.0486815,0,0.2880324,0,0,0.535497,0.0750507,0,0.0527383,0.663286004056795,0.0536913,0.0046838,0.0659276,0.2905545,0.0044221,0.3111272,0.2434696,0.0022035,0.3177016,0.0055668,0.0524802,0.7696026,0.6194965,17.35854,574
"288",10288,"ATEBUBU-AMANTING",205,10099,0.5652174,0.4251208,207,0.4143779,0.340836,0,0.4694534,0,0,0.0916399,0.0884244,0,0.0096463,0.189710610932476,0.1326861,0.0385852,-0.1869364,0.3333744,0.001763,0.3324647,0.340438,0.0012998,0.3726499,0.0055569,0.0591679,0.7272417,0.6471345,36.31673,636
"289",10289,"ATEBUBU-AMANTING",205,9982,0.5555556,0.4111111,90,0.4143779,0.1337748,0.0013245,0.0834437,0.0013245,0.0211921,0.5033113,0,0.0211921,0.2344371,0.780132450331126,0.1682927,0.022541,-0.3521834,0.3089344,0.0107702,0.3337384,0.3519742,0.0101883,0.2989356,0.0174148,0.1348006,0.7886982,0.6659567,54.26564,758
"290",10290,"ATEBUBU-AMANTING",205,10277,0.2849462,0.6935484,186,0.4143779,0.0105105,0,0.3423423,0,0,0.6471471,0,0,0,0.647147147147147,0.1277778,0,-0.4825754,0.2113736,0.0217596,0.237526,0.2127699,0.01572,0.2107245,0.0341352,0.1521282,0.778825,0.4638918,206.9301,682
"291",10291,"ATEBUBU-AMANTING",205,10111,0.3695652,0.6304348,46,0.4143779,0.0486815,0,0.2880324,0,0,0.535497,0.0750507,0,0.0527383,0.663286004056795,0.0536913,0.0046838,0.0659276,0.2905545,0.0044221,0.3111272,0.2434696,0.0022035,0.3177016,0.0055668,0.0524802,0.7696026,0.6194965,17.35854,574
"292",10292,"ATEBUBU-AMANTING",205,705,0.421903,0.5691203,557,0.4143779,0.346223,0.0017986,0.1735612,0,0.0134892,0.3785971,0.044964,0,0.0413669,0.47841726618705,0.3659638,0.0294627,-0.4825754,0.3532588,0.0042598,0.3555921,0.3295247,0.0021883,0.346308,0.0054124,0.0509682,0.7520409,0.7027522,0.843698,1161
"293",10293,"ATEBUBU-AMANTING",205,662,0.2511848,0.7266983,633,0.4143779,0.5637406,0.0057345,0.1570357,0.0035289,0.0061756,0.0538156,0.1799735,0.00397,0.0260256,0.269960299955889,0.3325472,0.0142985,1.200104,0.503773,0.0092461,0.4848206,0.5337273,0.0098597,0.4768123,0.0113822,0.0685906,0.6845093,0.6214731,0.860425,2324
"294",10294,"ATEBUBU-AMANTING",205,9596,0.1847291,0.8041872,812,0.4143779,0.2242315,0,0.3942134,0,0,0.2983725,0.039783,0.0198915,0.0235081,0.381555153707052,0.1368421,0.0086393,-0.1115969,0.3321565,0.0042664,0.3443487,0.2834133,0.0020423,0.3310283,0.0056343,0.0419349,0.7547935,0.7027589,71.60576,677
"295",10295,"ATEBUBU-AMANTING",205,9515,0.6019418,0.3300971,103,0.4143779,0.2304147,0,0.3456221,0,0,0.3456221,0.0061444,0,0.0721966,0.423963133640553,0.1049724,0.0023866,-0.343284,0.4018153,0.0076571,0.4195771,0.4129686,0.0081887,0.3786959,0.0100434,0.0623161,0.727742,0.7027496,107.8197,660
"296",10296,"ATEBUBU-AMANTING",205,718,0.4569893,0.516129,186,0.4143779,0.4045146,0.0044889,0.2107221,0.0028216,0.0377068,0.092215,0.1985379,0.0238553,0.0251379,0.37745286648711,0.3892384,0.0455642,0.7028972,0.3836723,0.0047654,0.371014,0.3835757,0.0042066,0.3846361,0.0051371,0.0424044,0.753572,0.7413924,1.337656,8266
"297",10297,"ATEBUBU-AMANTING",205,10280,0.4534884,0.5465117,86,0.4143779,0.5104895,0,0.0402098,0,0,0.4493007,0,0,0,0.449300699300699,0.2389078,0.0371517,-0.4825754,0.4164438,0.015596,0.4047446,0.4835562,0.012916,0.408186,0.0217114,0.1226772,0.7362431,0.5359125,53.31453,586
"298",10298,"ATEBUBU-AMANTING",205,10134,0.4,0.6,60,0.4143779,0.1371158,0,0.2080378,0,0.0165485,0.3120568,0.0803782,0.1820331,0.0638298,0.654846335697399,0.1439114,0.0035088,-0.4148425,0.2963185,0.0050396,0.3069233,0.2675339,0.0026044,0.3275435,0.0059436,0.029914,0.7803366,0.7965953,38.55238,504
"299",10299,"ATEBUBU-AMANTING",205,9467,0.2210526,0.7684211,95,0.4143779,0.1391417,0,0.5552666,0.0026008,0,0.2548765,0,0.0286086,0.0195059,0.302990897269181,0.1023256,0,-0.3923433,0.3331496,0.0107339,0.362123,0.3324837,0.0080648,0.3183205,0.0144036,0.0956465,0.7325567,0.6061509,81.37321,771
"300",10300,"ATEBUBU-AMANTING",205,9565,0.6770538,0.266289,353,0.4143779,0.8755074,0,0.1014885,0.0027064,0,0.0027064,0,0,0.0175913,0.020297699594046,0.3913043,0.0100756,-0.4825754,0.5359524,0.0082066,0.4898439,0.5996118,0.0076789,0.4761761,0.0129064,0.1046576,0.6556607,0.2228627,0.725947,743
"301",10301,"ATEBUBU-AMANTING",205,10278,0.1773399,0.8095238,609,0.4143779,0.2387268,0,0.2917772,0,0.0026525,0.4058355,0.0026525,0,0.0583554,0.469496021220159,0.073913,0.0034014,-0.3687111,0.312451,0.020402,0.3158567,0.3743314,0.0117043,0.3117215,0.0280992,0.1495109,0.7754108,0.6897537,95.87034,424
"302",10302,"ATEBUBU-AMANTING",205,718,0.4157895,0.5736842,570,0.4143779,0.4045146,0.0044889,0.2107221,0.0028216,0.0377068,0.092215,0.1985379,0.0238553,0.0251379,0.37745286648711,0.3892384,0.0455642,0.7028972,0.3836723,0.0047654,0.371014,0.3835757,0.0042066,0.3846361,0.0051371,0.0424044,0.753572,0.7413924,1.337656,8266
"303",10303,"ATEBUBU-AMANTING",205,682,0.4404255,0.5404255,470,0.4143779,0.292163,0.0018809,0.3115987,0.0012539,0.0257053,0.1836991,0.0169279,0.0068966,0.1598746,0.393103448275862,0.2456853,0.0218818,0.3704721,0.3581573,0.0050986,0.3754475,0.3667536,0.0055889,0.3555802,0.0060835,0.0427987,0.7520493,0.7572418,0.835121,1728
"304",10304,"ATEBUBU-AMANTING",205,692,0.2668919,0.6858108,296,0.4143779,0.8633218,0,0.0709343,0,0,0,0.0017301,0,0.0640138,0.0657439446366782,0.3423423,0.0254777,-0.4598312,0.5122932,0.007899,0.4687361,0.5709274,0.0069602,0.4541027,0.0117954,0.0954888,0.6753845,0.245543,0.8523,579
"305",10305,"ATEBUBU-AMANTING",205,10104,0.2173913,0.7826087,46,0.4143779,0.1940594,0.0158416,0.4118812,0,0.009901,0.2871287,0,0.019802,0.0613861,0.378217821782178,0.1381818,0.0297297,1.553955,0.3205192,0.0145327,0.3360588,0.3250358,0.0125842,0.3030954,0.018746,0.1282518,0.7775847,0.7057426,102.7453,515
"306",10306,"ATEBUBU-AMANTING",205,10277,0.3302264,0.6537949,751,0.4143779,0.0105105,0,0.3423423,0,0,0.6471471,0,0,0,0.647147147147147,0.1277778,0,-0.4825754,0.2113736,0.0217596,0.237526,0.2127699,0.01572,0.2107245,0.0341352,0.1521282,0.778825,0.4638918,206.9301,682
"307",10307,"ATEBUBU-AMANTING",205,9588,0.2115385,0.7596154,104,0.4143779,0.207024,0,0.2735675,0,0,0.0332717,0.3253235,0.064695,0.0961183,0.519408502772643,0.2862453,0.0130719,0.2474547,0.3319826,0.0048139,0.3471967,0.2971394,0.0016871,0.3366343,0.0066688,0.0415712,0.7713332,0.7619354,3.307322,548
"308",10308,"ATEBUBU-AMANTING",205,602,0.4561028,0.5374733,467,0.4143779,0.4128655,0.0140351,0.2421053,0.0035088,0.1251462,0.1157895,0,0.0350877,0.051462,0.327485380116959,0.3433134,0.0366379,0.7202518,0.2933924,0.0300917,0.2831751,0.2848097,0.0199239,0.2855448,0.0324408,0.1157621,0.7647635,0.7377695,0.55659,869
"309",10309,"ATEBUBU-AMANTING",205,641,0.1986667,0.78,750,0.4143779,0.5305306,0.0218198,0.1921517,0.0080539,0.0486662,0.0882504,0.0245045,0.0417547,0.044268,0.247443879591021,0.5147451,0.1117004,2.101591,0.5131769,0.0206398,0.499138,0.5231195,0.0207195,0.5057989,0.0213441,0.0845689,0.6804053,0.6666139,7.105758,20022
"310",10310,"ATEBUBU-AMANTING",205,10280,0.6747573,0.2669903,206,0.4143779,0.5104895,0,0.0402098,0,0,0.4493007,0,0,0,0.449300699300699,0.2389078,0.0371517,-0.4825754,0.4164438,0.015596,0.4047446,0.4835562,0.012916,0.408186,0.0217114,0.1226772,0.7362431,0.5359125,53.31453,586
"311",10311,"ATEBUBU-AMANTING",205,9540,0.2732394,0.7098591,355,0.4143779,0.8675325,0,0.1116883,0.0025974,0,0.0181818,0,0,0,0.0181818181818182,0.4067796,0.0416667,0.8817307,0.5122638,0.008523,0.485525,0.55571,0.0092418,0.4760596,0.0112169,0.0685906,0.6733939,0.2345758,0.518219,388
"312",10312,"ATEBUBU-AMANTING",205,641,0.2615385,0.7211539,520,0.4143779,0.5305306,0.0218198,0.1921517,0.0080539,0.0486662,0.0882504,0.0245045,0.0417547,0.044268,0.247443879591021,0.5147451,0.1117004,2.101591,0.5131769,0.0206398,0.499138,0.5231195,0.0207195,0.5057989,0.0213441,0.0845689,0.6804053,0.6666139,7.105758,20022
"313",10313,"ATEBUBU-AMANTING",205,641,0.3115942,0.6690821,414,0.4143779,0.5305306,0.0218198,0.1921517,0.0080539,0.0486662,0.0882504,0.0245045,0.0417547,0.044268,0.247443879591021,0.5147451,0.1117004,2.101591,0.5131769,0.0206398,0.499138,0.5231195,0.0207195,0.5057989,0.0213441,0.0845689,0.6804053,0.6666139,7.105758,20022
"314",10314,"ATEBUBU-AMANTING",205,9467,0.3084112,0.6588785,428,0.4143779,0.1391417,0,0.5552666,0.0026008,0,0.2548765,0,0.0286086,0.0195059,0.302990897269181,0.1023256,0,-0.3923433,0.3331496,0.0107339,0.362123,0.3324837,0.0080648,0.3183205,0.0144036,0.0956465,0.7325567,0.6061509,81.37321,771
