"","ps_id","const230_h","c230_id_h","fid0725","npp2008ps_pres_p","ndc2008ps_pres_p","totalvotes2008ps_pres","akan_p","akan_p_poly","ewe_p_poly","moledagbon_p_poly","gadangbe_p_poly","guan_p_poly","gurma_p_poly","mande_p_poly","other_eth_p_poly","grusi_p_poly","otherethn_p_poly","english_percent","public_semipublic_p","dev_factor2","akan_30km_l_p","ewe_30km_l_p","akan_30km_lalt_p","akan_20km_l_p","ewe_20km_l_p","akan_40km_l_p","ewe_40km_l_p","h_30rad_e","ethfrac_30km_l","ethfrac_poly","area_sqkm","sex_total"
"1",10001,"ASUNAFO NORTH",201,10223,0.7175325,0.237013,308,0.6985228,0.4913958,0.082218,0.3652008,0.0038241,0.0229446,0.0133843,0,0.0152964,0.0057361,0.0573613766730402,0.3537906,0.0149254,-0.3351343,0.6848661,0.0450468,0.6963457,0.6388816,0.053999,0.7035947,0.0428749,0.0318194,0.4981171,0.6174117,16.20542,568
"2",10002,"ASUNAFO NORTH",201,9791,0.4977099,0.4641221,655,0.6985228,0.851735,0.0031546,0.1356467,0.0015773,0,0,0.0078864,0,0,0.00788643533123028,0.5065789,0.1015625,-0.4825754,0.7174489,0.0377566,0.7097151,0.7112371,0.0390726,0.7290273,0.0367571,0.0295705,0.4610133,0.2560728,13.03781,637
"3",10003,"ASUNAFO NORTH",201,9786,0.4236111,0.5486111,144,0.6985228,0.6334842,0,0.3257919,0.040724,0,0,0,0,0,0,0.4758064,0.0254237,-0.4132667,0.7042623,0.036184,0.7078134,0.6538707,0.0415475,0.7238008,0.036043,0.0353999,0.4753804,0.490899,0.316232,232
"4",10004,"ASUNAFO NORTH",201,9839,0.6185567,0.314433,194,0.6985228,0.9792387,0.017301,0,0.0034602,0,0,0,0,0,0,0.6411765,0.0516129,-0.4825754,0.6947172,0.0515354,0.6868022,0.7147618,0.0524351,0.6903039,0.0486752,0.0256008,0.4938707,0.0407802,0.453375,329
"5",10005,"ASUNAFO NORTH",201,849,0.546875,0.409375,320,0.6985228,0.9547368,0.0021053,0.0326316,0.0052632,0,0.0005263,0,0.0031579,0.0015789,0.00526315789473684,0.5699264,0.0681004,-0.4326906,0.7455567,0.0362119,0.7135003,0.7668018,0.031238,0.7395669,0.0366498,0.025494,0.4286407,0.0873679,1.024151,2000
"6",10006,"ASUNAFO NORTH",201,10216,0.5212528,0.442953,447,0.6985228,0.5700824,0.0718492,0.2803298,0.0047114,0.008245,0.0176678,0.0058893,0.0200236,0.0212014,0.0730270906949352,0.4016736,0.019573,-0.4825754,0.6874095,0.0488403,0.6984189,0.6649268,0.0541732,0.7136096,0.042454,0.0317855,0.4986012,0.5899714,12.51048,895
"7",10007,"ASUNAFO NORTH",201,9853,0.3378378,0.6283784,148,0.6985228,0.4754991,0.1252269,0.0744102,0.0018149,0.2794918,0.0254083,0,0,0.0181488,0.323049001814882,0.5544555,0.0329218,-0.4825754,0.6119002,0.0741309,0.6205944,0.5629408,0.0974179,0.6286311,0.0646856,0.0289189,0.5917342,0.673588,0.308715,602
"8",10008,"ASUNAFO NORTH",201,10023,0.4274194,0.5725806,124,0.6985228,0.6976744,0.0310078,0.1337209,0.0155039,0,0.0503876,0.0368217,0.0077519,0.0271318,0.122093023255814,0.4530201,0.0127119,-0.4323805,0.7034692,0.0446276,0.7012039,0.7300636,0.0369104,0.7057334,0.0444888,0.0220646,0.4833371,0.4894763,19.83291,559
"9",10009,"ASUNAFO NORTH",201,10213,0.468,0.496,250,0.6985228,0.6775885,0.0183486,0.2385321,0.0039318,0.0039318,0.0366972,0.0052425,0.0052425,0.0104849,0.0615989515072084,0.4125,0.0174292,-0.0571158,0.7144276,0.0339691,0.7187975,0.6639038,0.0387724,0.7285649,0.0347141,0.038259,0.4627664,0.4820971,20.11445,800
"10",10010,"ASUNAFO NORTH",201,9835,0.5652174,0.3861893,391,0.6985228,0.9143302,0,0.0732087,0,0,0.0093458,0.0015576,0,0.0015576,0.0124610591900312,0.6596386,0.0107527,0.5597211,0.7219443,0.0460747,0.714381,0.7348209,0.0462385,0.7075438,0.0483188,0.0121415,0.4597167,0.1585485,0.403392,647
"11",10011,"ASUNAFO NORTH",201,9859,0.5801887,0.4339623,212,0.6985228,0.7801724,0.0043103,0.0517241,0,0,0,0.0517241,0,0.112069,0.163793103448276,0.5319149,0.016,-0.4825754,0.6973699,0.0446307,0.6946677,0.7181447,0.0351129,0.700859,0.0439962,0.0211487,0.4911829,0.3734022,0.202176,248
"12",10012,"ASUNAFO NORTH",201,10241,0.3636364,0.6363636,44,0.6985228,0.4411215,0.0074766,0.2990654,0.0299065,0,0.1028037,0.1158879,0,0.0037383,0.222429906542056,0.2956204,0.0147059,-0.4825754,0.6564053,0.0426859,0.6663777,0.6199892,0.0384277,0.674301,0.0419463,0.0262163,0.5410333,0.6910088,13.65869,572
"13",10013,"ASUNAFO NORTH",201,10239,0.5404339,0.3964497,507,0.6985228,0.5484331,0.0470085,0.2179487,0.0911681,0.011396,0.022792,0.005698,0.011396,0.0441595,0.0954415954415954,0.4685864,0.045977,-0.4825754,0.6517941,0.0500492,0.6583797,0.6279099,0.0583282,0.6710072,0.0485526,0.024514,0.5456009,0.6384364,15.12522,745
"14",10014,"ASUNAFO NORTH",201,834,0.5627118,0.4067796,295,0.6985228,0.8377987,0.0470673,0.0217234,0.0441709,0,0.0181028,0.0282404,0,0.0028965,0.0492396813902969,0.6458073,0.0651163,-0.3803299,0.7315627,0.0509594,0.7187327,0.7405753,0.0506201,0.7358993,0.0452449,0.0138902,0.4489521,0.2923214,0.515339,1540
"15",10015,"ASUNAFO NORTH",201,839,0.6223242,0.3180428,654,0.6985228,0.8002717,0.0460912,0.0756007,0.0122254,0.0043562,0.0177057,0.0067919,0.0111012,0.025856,0.065811045013818,0.6767709,0.1822678,3.706078,0.7795812,0.0476596,0.7658456,0.7848912,0.0479646,0.7729979,0.0474037,0.0119377,0.3810824,0.3504055,6.919314,22212
"16",10016,"ASUNAFO NORTH",201,552,0.5366242,0.4371019,1256,0.6985228,0.715214,0.0527171,0.0960117,0.039883,0.0071481,0.0291609,0.0216067,0.0159207,0.0223377,0.0961741531963285,0.6899235,0.1227987,1.940858,0.7093746,0.0516019,0.706822,0.7140247,0.051779,0.7036948,0.05224,0.011663,0.4789702,0.4727601,3.583595,13371
"17",10017,"ASUNAFO NORTH",201,9792,0.5450981,0.4,255,0.6985228,0.5981735,0.06621,0.2579909,0,0,0.0159817,0.0205479,0.0228311,0.0182648,0.0776255707762557,0.326087,0.0134529,-0.2626995,0.690855,0.0455471,0.6947604,0.6812226,0.0481423,0.7113445,0.042077,0.0228797,0.4950971,0.5697129,7.350774,440
"18",10018,"ASUNAFO NORTH",201,9801,0.4135338,0.5488722,133,0.6985228,0.4624506,0.0266798,0.2934783,0.0306324,0.0009881,0.0671937,0.0098814,0.0177866,0.0909091,0.186758893280632,0.3830935,0.0180361,-0.3280298,0.6451777,0.0449481,0.6629701,0.6281462,0.0434252,0.6689484,0.0423955,0.0208263,0.5479601,0.6851653,17.16194,1029
"19",10019,"ASUNAFO NORTH",201,849,0.7183099,0.2488263,213,0.6985228,0.9547368,0.0021053,0.0326316,0.0052632,0,0.0005263,0,0.0031579,0.0015789,0.00526315789473684,0.5699264,0.0681004,-0.4326906,0.7455567,0.0362119,0.7135003,0.7668018,0.031238,0.7395669,0.0366498,0.025494,0.4286407,0.0873679,1.024151,2000
"20",10020,"ASUNAFO NORTH",201,844,0.7002801,0.254902,357,0.6985228,0.8587826,0.0483478,0.0323478,0.016,0.0045217,0.0055652,0.0233043,0.0031304,0.008,0.0445217391304348,0.5599065,0.0525947,1.546823,0.7485448,0.0474324,0.7275986,0.7771732,0.0469805,0.7313212,0.0498358,0.0188591,0.4252368,0.2581842,1.178194,3156
"21",10021,"ASUNAFO NORTH",201,9841,0.5851852,0.3925926,135,0.6985228,0.9,0,0.03125,0.003125,0.00625,0.009375,0.003125,0.025,0.021875,0.065625,0.4585635,0.0277778,-0.4357749,0.7044509,0.0474779,0.6992148,0.7213296,0.046674,0.6912118,0.0489213,0.0173683,0.4827296,0.1877734,0.298232,340
"22",10022,"ASUNAFO NORTH",201,10232,0.5026455,0.4497355,189,0.6985228,0.556213,0.0118343,0.234714,0.0788955,0.0098619,0.035503,0.0216963,0.0216963,0.0295858,0.118343195266272,0.2694444,0.0552147,-0.4825754,0.6558903,0.0435102,0.6619011,0.6384268,0.0375801,0.6699677,0.0402286,0.0296076,0.5330293,0.6259974,14.12335,683
"23",10023,"ASUNAFO NORTH",201,9857,0.754717,0.245283,53,0.6985228,0.6618557,0.014433,0.2185567,0.0350515,0.0020619,0.0082474,0.0226804,0.0020619,0.0350515,0.0701030927835052,0.4358108,0.0408922,-0.4825754,0.6971961,0.042348,0.696754,0.7078518,0.0347451,0.6994335,0.042623,0.0203602,0.4899083,0.5109236,12.93959,536
"24",10024,"ASUNAFO NORTH",201,839,0.6972343,0.2649199,687,0.6985228,0.8002717,0.0460912,0.0756007,0.0122254,0.0043562,0.0177057,0.0067919,0.0111012,0.025856,0.065811045013818,0.6767709,0.1822678,3.706078,0.7795812,0.0476596,0.7658456,0.7848912,0.0479646,0.7729979,0.0474037,0.0119377,0.3810824,0.3504055,6.919314,22212
"25",10025,"ASUNAFO NORTH",201,9850,0.5769231,0.3589744,78,0.6985228,0.7725857,0.0031153,0.1931464,0.0155763,0,0,0,0,0.0155763,0.0155763239875389,0.6338798,0.1928571,-0.4825754,0.6952149,0.0469924,0.6923521,0.7098189,0.0398948,0.6966709,0.046363,0.020652,0.4931504,0.3653109,9.568562,357
"26",10026,"ASUNAFO NORTH",201,10238,0.5141701,0.4453441,247,0.6985228,0.6651983,0.0726872,0.1530837,0.0473568,0.0110132,0.0418502,0.0066079,0.0022026,0,0.0616740088105727,0.4803493,0.0552632,-0.3284028,0.6499308,0.0623107,0.6500657,0.6196948,0.0762128,0.6621079,0.0569242,0.0268465,0.5479254,0.5246294,18.24076,921
"27",10027,"ASUNAFO NORTH",201,10223,0.7364341,0.6046512,258,0.6985228,0.4913958,0.082218,0.3652008,0.0038241,0.0229446,0.0133843,0,0.0152964,0.0057361,0.0573613766730402,0.3537906,0.0149254,-0.3351343,0.6848661,0.0450468,0.6963457,0.6388816,0.053999,0.7035947,0.0428749,0.0318194,0.4981171,0.6174117,16.20542,568
"28",10028,"ASUNAFO NORTH",201,9868,0.3387097,0.6129032,248,0.6985228,0.5028058,0.030303,0.3827161,0.0044893,0.0022447,0.0157127,0.037037,0.006734,0.0179574,0.079685746352413,0.3683036,0.0967742,-0.4621382,0.6714976,0.0429546,0.6825936,0.6594008,0.0361739,0.6729277,0.0434634,0.0184514,0.5174536,0.5977848,9.217547,949
"29",10029,"ASUNAFO NORTH",201,9863,0.3069307,0.6633663,202,0.6985228,0.4415807,0.1013746,0.2353952,0.1563574,0.0068729,0.0515464,0.0017182,0,0.0051546,0.0652920962199313,0.4846626,0.0215054,-0.4522116,0.6226936,0.0622823,0.6338082,0.5689132,0.0781469,0.6560622,0.0542079,0.0273207,0.5776068,0.7121373,17.93637,645
"30",10030,"ASUNAFO NORTH",201,9825,0.4589041,0.4908676,438,0.6985228,0.6457859,0.0820046,0.143508,0.0102506,0.0626424,0.0045558,0.0159453,0.0330296,0.0022779,0.118451025056948,0.4855769,0.0601093,-0.3479869,0.682485,0.056933,0.6854093,0.6918222,0.0585199,0.675108,0.0544387,0.0174076,0.5096056,0.550241,29.13179,894
"31",10031,"ASUNAFO NORTH",201,9856,0.4836957,0.4782609,184,0.6985228,0.5014691,0.1537708,0.1273261,0.093046,0.0714985,0.0019589,0.0166503,0,0.0342801,0.124387855044074,0.4882459,0.0098232,-0.449365,0.6296237,0.0721139,0.6417173,0.5912896,0.0923076,0.6579112,0.0624069,0.0260058,0.5737925,0.6934455,10.10684,1031
"32",10032,"ASUNAFO NORTH",201,847,0.5783784,0.4054054,185,0.6985228,0.9003974,0.0158967,0.0491803,0.0134128,0.0007452,0.0037258,0.0014903,0.0042226,0.010929,0.0211127670144064,0.5900322,0.0674003,2.314729,0.7725719,0.0333729,0.7414669,0.8022321,0.0267684,0.7594622,0.036079,0.0230015,0.3896648,0.1862793,1.17635,4272
"33",10033,"ASUNAFO NORTH",201,847,0.1623932,0.8262108,351,0.6985228,0.9003974,0.0158967,0.0491803,0.0134128,0.0007452,0.0037258,0.0014903,0.0042226,0.010929,0.0211127670144064,0.5900322,0.0674003,2.314729,0.7725719,0.0333729,0.7414669,0.8022321,0.0267684,0.7594622,0.036079,0.0230015,0.3896648,0.1862793,1.17635,4272
"34",10034,"ASUNAFO NORTH",201,9863,0.171875,0.7291667,192,0.6985228,0.4415807,0.1013746,0.2353952,0.1563574,0.0068729,0.0515464,0.0017182,0,0.0051546,0.0652920962199313,0.4846626,0.0215054,-0.4522116,0.6226936,0.0622823,0.6338082,0.5689132,0.0781469,0.6560622,0.0542079,0.0273207,0.5776068,0.7121373,17.93637,645
"35",10035,"ASUNAFO NORTH",201,847,0.6851312,0.2915452,343,0.6985228,0.9003974,0.0158967,0.0491803,0.0134128,0.0007452,0.0037258,0.0014903,0.0042226,0.010929,0.0211127670144064,0.5900322,0.0674003,2.314729,0.7725719,0.0333729,0.7414669,0.8022321,0.0267684,0.7594622,0.036079,0.0230015,0.3896648,0.1862793,1.17635,4272
"36",10036,"ASUNAFO NORTH",201,10230,0.3729508,0.5860656,244,0.6985228,0.5824817,0.1051095,0.1883212,0.0131387,0.0072993,0.0671533,0.020438,0,0.0160584,0.110948905109489,0.4674419,0.0650406,-0.4389953,0.6790574,0.0528553,0.6866712,0.6458864,0.0616422,0.6973798,0.0482652,0.0298473,0.5084089,0.6087911,10.01373,798
"37",10037,"ASUNAFO NORTH",201,847,0.5658363,0.3879004,281,0.6985228,0.9003974,0.0158967,0.0491803,0.0134128,0.0007452,0.0037258,0.0014903,0.0042226,0.010929,0.0211127670144064,0.5900322,0.0674003,2.314729,0.7725719,0.0333729,0.7414669,0.8022321,0.0267684,0.7594622,0.036079,0.0230015,0.3896648,0.1862793,1.17635,4272
"38",10038,"ASUNAFO NORTH",201,10239,0.5060241,0.4738956,249,0.6985228,0.5484331,0.0470085,0.2179487,0.0911681,0.011396,0.022792,0.005698,0.011396,0.0441595,0.0954415954415954,0.4685864,0.045977,-0.4825754,0.6517941,0.0500492,0.6583797,0.6279099,0.0583282,0.6710072,0.0485526,0.024514,0.5456009,0.6384364,15.12522,745
"39",10039,"ASUNAFO NORTH",201,839,0.5198939,0.4496021,754,0.6985228,0.8002717,0.0460912,0.0756007,0.0122254,0.0043562,0.0177057,0.0067919,0.0111012,0.025856,0.065811045013818,0.6767709,0.1822678,3.706078,0.7795812,0.0476596,0.7658456,0.7848912,0.0479646,0.7729979,0.0474037,0.0119377,0.3810824,0.3504055,6.919314,22212
"40",10040,"ASUNAFO NORTH",201,847,0.4430894,0.004065,492,0.6985228,0.9003974,0.0158967,0.0491803,0.0134128,0.0007452,0.0037258,0.0014903,0.0042226,0.010929,0.0211127670144064,0.5900322,0.0674003,2.314729,0.7725719,0.0333729,0.7414669,0.8022321,0.0267684,0.7594622,0.036079,0.0230015,0.3896648,0.1862793,1.17635,4272
"41",10041,"ASUNAFO NORTH",201,9812,0.4625268,0.4882227,467,0.6985228,0.4046346,0.2459893,0.2620321,0.0017825,0.0053476,0.0409982,0,0.0178253,0.0213904,0.0855614973262032,0.2583333,0.0148148,-0.0333171,0.6449673,0.0697268,0.6594283,0.6097276,0.0773059,0.6517914,0.0613166,0.0288389,0.5476764,0.7046114,8.316874,657
"42",10042,"ASUNAFO NORTH",201,552,0.7475247,0.2227723,404,0.6985228,0.715214,0.0527171,0.0960117,0.039883,0.0071481,0.0291609,0.0216067,0.0159207,0.0223377,0.0961741531963285,0.6899235,0.1227987,1.940858,0.7093746,0.0516019,0.706822,0.7140247,0.051779,0.7036948,0.05224,0.011663,0.4789702,0.4727601,3.583595,13371
"43",10043,"ASUNAFO NORTH",201,839,0.6643357,0.2972028,286,0.6985228,0.8002717,0.0460912,0.0756007,0.0122254,0.0043562,0.0177057,0.0067919,0.0111012,0.025856,0.065811045013818,0.6767709,0.1822678,3.706078,0.7795812,0.0476596,0.7658456,0.7848912,0.0479646,0.7729979,0.0474037,0.0119377,0.3810824,0.3504055,6.919314,22212
"44",10044,"ASUNAFO NORTH",201,839,0.5105042,0.4527311,952,0.6985228,0.8002717,0.0460912,0.0756007,0.0122254,0.0043562,0.0177057,0.0067919,0.0111012,0.025856,0.065811045013818,0.6767709,0.1822678,3.706078,0.7795812,0.0476596,0.7658456,0.7848912,0.0479646,0.7729979,0.0474037,0.0119377,0.3810824,0.3504055,6.919314,22212
"45",10045,"ASUNAFO NORTH",201,9876,0.3236246,0.605178,309,0.6985228,0.8623188,0.0181159,0.0615942,0.0326087,0.0253623,0,0,0,0,0.0253623188405797,0.4820144,0.1313131,-0.4825754,0.6626999,0.0547324,0.6581449,0.638425,0.0639019,0.6774259,0.050412,0.0262356,0.5337798,0.2505776,0.300264,290
"46",10046,"ASUNAFO NORTH",201,10010,0.6204819,0.3463855,332,0.6985228,0.7908962,0,0.1479374,0,0.0113798,0.0241821,0.0170697,0,0.0085349,0.0611664295874822,0.5038168,0.0787879,-0.4825754,0.7152362,0.0449042,0.7111337,0.7310524,0.0439617,0.7010965,0.0474846,0.0137918,0.467863,0.3515193,13.84143,834
"47",10047,"ASUNAFO NORTH",201,552,0.6644068,0.3050847,590,0.6985228,0.715214,0.0527171,0.0960117,0.039883,0.0071481,0.0291609,0.0216067,0.0159207,0.0223377,0.0961741531963285,0.6899235,0.1227987,1.940858,0.7093746,0.0516019,0.706822,0.7140247,0.051779,0.7036948,0.05224,0.011663,0.4789702,0.4727601,3.583595,13371
"48",10048,"ASUNAFO NORTH",201,9866,0.3992248,0.5387597,258,0.6985228,0.37,0.1025,0.2125,0.3125,0.0025,0,0,0,0,0.0025,0.5396826,0.0402299,0.8895618,0.6181775,0.064284,0.6297991,0.5594928,0.0821721,0.6520003,0.0560118,0.0272681,0.5829417,0.709775,0.322459,400
"49",10049,"ASUNAFO NORTH",201,552,0.6777778,0.2962963,270,0.6985228,0.715214,0.0527171,0.0960117,0.039883,0.0071481,0.0291609,0.0216067,0.0159207,0.0223377,0.0961741531963285,0.6899235,0.1227987,1.940858,0.7093746,0.0516019,0.706822,0.7140247,0.051779,0.7036948,0.05224,0.011663,0.4789702,0.4727601,3.583595,13371
"50",10050,"ASUNAFO NORTH",201,552,0.7071651,0.2741433,321,0.6985228,0.715214,0.0527171,0.0960117,0.039883,0.0071481,0.0291609,0.0216067,0.0159207,0.0223377,0.0961741531963285,0.6899235,0.1227987,1.940858,0.7093746,0.0516019,0.706822,0.7140247,0.051779,0.7036948,0.05224,0.011663,0.4789702,0.4727601,3.583595,13371
"51",10051,"ASUNAFO NORTH",201,9846,0.5745856,0.3867403,181,0.6985228,0.5707965,0.0737463,0.2359882,0.0766962,0,0.0073746,0.0014749,0.0176991,0.0162242,0.0427728613569322,0.4255875,0.0215517,-0.4368695,0.6804687,0.0519173,0.6855847,0.696127,0.0525327,0.6842167,0.0506948,0.0204508,0.5106995,0.6065471,14.16645,718
"52",10052,"ASUNAFO NORTH",201,9838,0.5492958,0.3887324,355,0.6985228,0.7310925,0.0840336,0.1064426,0.0168067,0.0028011,0.0560224,0,0,0.0028011,0.061624649859944,0.4541063,0.010101,-0.4482989,0.682292,0.054219,0.6801929,0.7105384,0.0570553,0.6896578,0.0511329,0.0271171,0.5101353,0.4436755,86.46126,390
"53",10053,"ASUNAFO NORTH",201,9840,0.4653465,0.4504951,202,0.6985228,0.627907,0.0139535,0.144186,0.0511628,0.1209302,0.0186047,0.0186047,0,0.0046512,0.162790697674419,0.4661654,0.0526316,-0.4825754,0.6946489,0.0466746,0.6965076,0.7027857,0.0471464,0.6833023,0.0490054,0.0168653,0.4948529,0.5667928,0.339306,241
"54",10054,"ASUNAFO NORTH",201,9837,NA,NA,NA,0.6985228,0.5666667,0.0111111,0.212963,0.087037,0.0148148,0.062963,0.012963,0,0.0314815,0.122222222222222,0.4709898,0.0098361,-0.4825754,0.6909631,0.0457202,0.6956785,0.6983069,0.045356,0.6799285,0.0481854,0.0174296,0.4991741,0.6204938,10.16551,582
"55",10055,"ASUNAFO NORTH",201,10238,0.4269006,0.497076,171,0.6985228,0.6651983,0.0726872,0.1530837,0.0473568,0.0110132,0.0418502,0.0066079,0.0022026,0,0.0616740088105727,0.4803493,0.0552632,-0.3284028,0.6499308,0.0623107,0.6500657,0.6196948,0.0762128,0.6621079,0.0569242,0.0268465,0.5479254,0.5246294,18.24076,921
"56",10056,"ASUNAFO NORTH",201,10241,0.3527851,0.6100796,377,0.6985228,0.4411215,0.0074766,0.2990654,0.0299065,0,0.1028037,0.1158879,0,0.0037383,0.222429906542056,0.2956204,0.0147059,-0.4825754,0.6564053,0.0426859,0.6663777,0.6199892,0.0384277,0.674301,0.0419463,0.0262163,0.5410333,0.6910088,13.65869,572
"57",10057,"ASUNAFO NORTH",201,849,0.5835475,0.37018,389,0.6985228,0.9547368,0.0021053,0.0326316,0.0052632,0,0.0005263,0,0.0031579,0.0015789,0.00526315789473684,0.5699264,0.0681004,-0.4326906,0.7455567,0.0362119,0.7135003,0.7668018,0.031238,0.7395669,0.0366498,0.025494,0.4286407,0.0873679,1.024151,2000
"58",10058,"ASUNAFO NORTH",201,839,0.7395934,0.2178122,1033,0.6985228,0.8002717,0.0460912,0.0756007,0.0122254,0.0043562,0.0177057,0.0067919,0.0111012,0.025856,0.065811045013818,0.6767709,0.1822678,3.706078,0.7795812,0.0476596,0.7658456,0.7848912,0.0479646,0.7729979,0.0474037,0.0119377,0.3810824,0.3504055,6.919314,22212
"59",10059,"ASUNAFO NORTH",201,10014,0.6642336,0.3065693,137,0.6985228,0.553125,0.1203125,0.1921875,0.103125,0,0,0,0.0078125,0.0234375,0.03125,0.424,0.020649,-0.1880002,0.6957679,0.052693,0.6999477,0.7220331,0.0521004,0.6929744,0.0525495,0.018522,0.4928775,0.6313965,13.63432,767
"60",10060,"ASUNAFO NORTH",201,839,0.7446394,0.2300195,513,0.6985228,0.8002717,0.0460912,0.0756007,0.0122254,0.0043562,0.0177057,0.0067919,0.0111012,0.025856,0.065811045013818,0.6767709,0.1822678,3.706078,0.7795812,0.0476596,0.7658456,0.7848912,0.0479646,0.7729979,0.0474037,0.0119377,0.3810824,0.3504055,6.919314,22212
"61",10061,"ASUNAFO NORTH",201,552,0.5968858,0.3788927,578,0.6985228,0.715214,0.0527171,0.0960117,0.039883,0.0071481,0.0291609,0.0216067,0.0159207,0.0223377,0.0961741531963285,0.6899235,0.1227987,1.940858,0.7093746,0.0516019,0.706822,0.7140247,0.051779,0.7036948,0.05224,0.011663,0.4789702,0.4727601,3.583595,13371
"62",10062,"ASUNAFO NORTH",201,552,0.7249417,0.2540793,429,0.6985228,0.715214,0.0527171,0.0960117,0.039883,0.0071481,0.0291609,0.0216067,0.0159207,0.0223377,0.0961741531963285,0.6899235,0.1227987,1.940858,0.7093746,0.0516019,0.706822,0.7140247,0.051779,0.7036948,0.05224,0.011663,0.4789702,0.4727601,3.583595,13371
"63",10063,"ASUNAFO NORTH",201,552,0.4552023,0.5115607,692,0.6985228,0.715214,0.0527171,0.0960117,0.039883,0.0071481,0.0291609,0.0216067,0.0159207,0.0223377,0.0961741531963285,0.6899235,0.1227987,1.940858,0.7093746,0.0516019,0.706822,0.7140247,0.051779,0.7036948,0.05224,0.011663,0.4789702,0.4727601,3.583595,13371
"64",10064,"ASUNAFO NORTH",201,839,0.6930693,0.280528,303,0.6985228,0.8002717,0.0460912,0.0756007,0.0122254,0.0043562,0.0177057,0.0067919,0.0111012,0.025856,0.065811045013818,0.6767709,0.1822678,3.706078,0.7795812,0.0476596,0.7658456,0.7848912,0.0479646,0.7729979,0.0474037,0.0119377,0.3810824,0.3504055,6.919314,22212
"65",10065,"ASUNAFO NORTH",201,10021,0.5572139,0.4825871,201,0.6985228,0.9064935,0.0025974,0.0285714,0.012987,0.0233766,0.0077922,0,0.0155844,0.0025974,0.0493506493506494,0.5047619,0.0050761,-0.2950341,0.6508231,0.0580396,0.6420497,0.6213686,0.0725611,0.6589202,0.0525437,0.0268433,0.5466765,0.176421,0.468789,386
"66",10066,"ASUNAFO NORTH",201,9846,0.1829268,0.8048781,82,0.6985228,0.5707965,0.0737463,0.2359882,0.0766962,0,0.0073746,0.0014749,0.0176991,0.0162242,0.0427728613569322,0.4255875,0.0215517,-0.4368695,0.6804687,0.0519173,0.6855847,0.696127,0.0525327,0.6842167,0.0506948,0.0204508,0.5106995,0.6065471,14.16645,718
"67",10067,"ASUNAFO NORTH",201,836,0.5692771,0.4036145,332,0.6985228,0.7658371,0.0384615,0.1085973,0.0214932,0.0192308,0.0124434,0.0022624,0.010181,0.0214932,0.0656108597285068,0.6055227,0.0513919,-0.4661413,0.6978276,0.0458576,0.6930333,0.697113,0.0453896,0.7175373,0.0413824,0.0194413,0.4883355,0.3986635,0.441727,943
"68",10068,"ASUNAFO NORTH",201,839,0.7352273,0.2318182,880,0.6985228,0.8002717,0.0460912,0.0756007,0.0122254,0.0043562,0.0177057,0.0067919,0.0111012,0.025856,0.065811045013818,0.6767709,0.1822678,3.706078,0.7795812,0.0476596,0.7658456,0.7848912,0.0479646,0.7729979,0.0474037,0.0119377,0.3810824,0.3504055,6.919314,22212
"69",10069,"ASUNAFO NORTH",201,839,0.7741935,0.2122241,589,0.6985228,0.8002717,0.0460912,0.0756007,0.0122254,0.0043562,0.0177057,0.0067919,0.0111012,0.025856,0.065811045013818,0.6767709,0.1822678,3.706078,0.7795812,0.0476596,0.7658456,0.7848912,0.0479646,0.7729979,0.0474037,0.0119377,0.3810824,0.3504055,6.919314,22212
"70",10070,"ASUNAFO NORTH",201,10216,0.3908873,0.5323741,417,0.6985228,0.5700824,0.0718492,0.2803298,0.0047114,0.008245,0.0176678,0.0058893,0.0200236,0.0212014,0.0730270906949352,0.4016736,0.019573,-0.4825754,0.6874095,0.0488403,0.6984189,0.6649268,0.0541732,0.7136096,0.042454,0.0317855,0.4986012,0.5899714,12.51048,895
"71",10071,"ASUNAFO NORTH",201,10298,0.5071225,0.3646724,351,0.6985228,0.4735202,0.0186916,0.3052959,0.0529595,0,0.0996885,0,0.0093458,0.0404984,0.149532710280374,0.3425414,0.0352113,-0.4457023,0.6449468,0.0537194,0.6516654,0.5947382,0.0631396,0.6578661,0.046979,0.0346325,0.5511504,0.6677536,208.9909,366
"72",10072,"ASUNAFO NORTH",201,9852,0.4215247,0.5515695,223,0.6985228,0.4174894,0.4287729,0.1029619,0.0028209,0.0014104,0.0211566,0,0.0239774,0.0014104,0.0479548660084626,0.3636364,0.0034843,-0.4379852,0.6119018,0.1116563,0.6271938,0.5467027,0.1578958,0.6352823,0.0888839,0.0255652,0.5892543,0.6302208,11.35347,730
"73",10073,"ASUNAFO NORTH",201,847,0.7866667,0.1933333,150,0.6985228,0.9003974,0.0158967,0.0491803,0.0134128,0.0007452,0.0037258,0.0014903,0.0042226,0.010929,0.0211127670144064,0.5900322,0.0674003,2.314729,0.7725719,0.0333729,0.7414669,0.8022321,0.0267684,0.7594622,0.036079,0.0230015,0.3896648,0.1862793,1.17635,4272
"74",10074,"ASUNAFO NORTH",201,9803,0.5693431,0.3832117,274,0.6985228,0.8036364,0.0054545,0.1,0.0145455,0.0163636,0.04,0,0,0.02,0.0763636363636364,0.390411,0.0830565,-0.3694011,0.688824,0.0462721,0.6837876,0.6730267,0.0441978,0.7003425,0.0421586,0.0280301,0.4976083,0.3416595,11.56267,583
